pl_name,ra,dec,pl_bmasse
Kepler-802 b,286.0157998,45.0077413,
Kepler-199 c,295.5594278,40.236249,
Kepler-974 b,285.0131082,40.2209547,
Kepler-340 c,295.933471,40.3005515,
Kepler-340 c,295.933471,40.3005515,
Kepler-80 f,296.1125759,39.9787451,
Kepler-150 e,288.2341025,40.520897,
Kepler-81 b,293.6369437,42.8248275,
Kepler-1527 b,297.4144457,46.0608077,
Kepler-154 e,289.7805393,49.8965624,
Kepler-1532 b,296.902784,41.1981424,
Kepler-194 d,291.971429,47.8640498,
Kepler-1276 b,287.8570173,40.5471909,
Kepler-1305 b,297.3394624,46.3472165,
Kepler-1132 b,286.3675188,48.4238906,
Kepler-365 c,295.626564,49.130411,
Kepler-375 b,288.6178715,48.0983639,
Kepler-219 d,288.7389481,46.7625929,
Kepler-1210 b,292.8321598,48.2193376,
Kepler-118 c,299.2131881,41.4248195,
Kepler-1095 b,293.2624215,41.3650155,
Kepler-368 b,291.880018,45.3878419,
Kepler-1151 b,292.2477819,47.8784257,
Kepler-1171 b,294.9589285,38.5915968,
Kepler-1182 b,296.3079895,43.8213706,
Kepler-1619 b,285.703595,44.4221528,
Kepler-966 b,297.270576,50.1218365,
Kepler-980 b,294.6129869,45.060174,
Kepler-990 b,297.9381813,46.8813194,
Kepler-229 b,286.9994758,48.3757867,
Kepler-1545 b,298.8988313,47.4630696,
Kepler-215 e,294.9735313,45.2136867,
Kepler-1503 b,293.7271604,42.8067119,
Kepler-1465 b,289.8194222,51.9048541,
Kepler-178 d,287.1010275,46.8964033,
Kepler-160 c,287.773573,42.8692755,
Kepler-247 d,288.6425609,43.0393769,
Kepler-721 b,284.4305132,44.4803776,
Kepler-732 b,283.7317274,45.9585288,
Kepler-360 c,286.2847077,44.7815817,
Kepler-1123 b,294.5177291,50.6703927,
Kepler-378 c,294.9489697,46.4388673,
Kepler-692 b,294.7768068,40.1537027,
Kepler-694 b,291.1495269,40.4204569,
Kepler-376 c,291.6071451,38.4103192,
Kepler-172 d,283.3684093,41.821839,
Kepler-1583 b,286.3869335,47.0165188,
Kepler-188 b,281.2797173,44.3154743,
Kepler-960 b,281.4572217,46.7465538,
Kepler-963 b,296.7529742,45.0411049,
Kepler-580 b,283.4997537,40.5528053,
Kepler-732 b,283.7317274,45.9585288,
Kepler-464 b,294.8351052,48.9823204,
Kepler-649 b,285.6558336,45.0794516,
Kepler-561 b,293.7471107,45.1071981,
Kepler-610 b,293.1713241,45.0655934,
Kepler-611 b,286.0049121,45.4803043,
Kepler-193 c,296.4985951,46.5772484,
Kepler-605 c,287.2954015,43.2798677,
Kepler-66 b,293.9815378,46.687728,
Kepler-1029 b,292.1328738,41.5474786,
Kepler-1092 b,297.7232008,47.1126833,
Kepler-151 b,292.1627933,41.0231947,
Kepler-1396 b,294.3363936,44.9182296,
Kepler-1396 b,294.3363936,44.9182296,
Kepler-1398 b,294.8661073,48.6389923,
Kepler-1402 b,291.8478341,48.9681664,
Kepler-1599 b,286.2208685,41.1511886,
Kepler-1601 b,285.5129496,38.079839,
Kepler-1605 b,287.1349405,47.4886251,
Kepler-1041 b,293.8817361,49.6831419,
Kepler-1028 b,289.5931004,49.7812447,
Kepler-1004 b,297.3593427,49.7975464,
Kepler-374 b,294.1378921,42.3704075,
Kepler-376 b,291.6071451,38.4103192,
Kepler-1146 b,286.716712,47.425658,
Kepler-374 c,294.1378921,42.3704075,
Kepler-1147 b,292.5474753,41.6429221,
Kepler-1164 b,287.5296372,38.8945065,
Kepler-261 c,291.3647333,37.609239,
Kepler-266 c,294.4843821,44.1669355,
Kepler-339 c,293.351701,48.4445922,
Kepler-169 b,285.9999204,40.9193822,
Kepler-169 d,285.9999204,40.9193822,
Kepler-169 f,285.9999204,40.9193822,
Kepler-959 b,292.171185,40.8113849,
Kepler-959 b,292.171185,40.8113849,
Kepler-1252 b,298.9503634,46.6928437,
Kepler-1360 b,300.3440482,45.6231826,
Kepler-1364 b,295.1521334,49.5876179,
Kepler-1366 b,285.0648845,41.5548464,
Kepler-446 b,282.2501047,44.921002,
Kepler-1367 b,288.4166786,47.8787308,
Kepler-712 b,294.9096739,42.9351987,
Kepler-247 c,288.6425609,43.0393769,
Kepler-184 b,291.9518784,43.0746172,
Kepler-713 b,295.6513819,43.0297781,
Kepler-680 b,291.622381,50.6181793,
Kepler-155 b,288.4957831,51.0819286,
Kepler-1375 b,296.2935173,43.4032189,
Kepler-1378 b,297.373403,40.3663986,
Kepler-1379 b,293.6704404,41.4102105,
Kepler-1402 b,291.8478341,48.9681664,
Kepler-1613 b,289.8750066,43.4209318,
Kepler-1421 b,286.5806115,48.5442312,
Kepler-1050 b,282.9249847,48.6264015,
Kepler-804 c,293.3722109,44.7851812,
Kepler-825 c,294.769825,39.3984081,
Kepler-605 b,287.2954015,43.2798677,
Kepler-610 c,293.1713241,45.0655934,
Kepler-978 b,286.7107166,43.0433585,
Kepler-994 b,289.0720752,47.406918,
Kepler-333 c,292.2861201,40.9135429,
Kepler-116 c,294.7420605,43.5367842,
Kepler-862 b,297.7792466,46.4926688,
Kepler-208 b,293.8901979,42.5279413,
Kepler-666 b,298.4568899,48.7915925,
Kepler-513 b,285.0416235,50.0753913,
Kepler-181 c,296.1512831,50.0957806,
Kepler-515 b,290.493913,52.055611,
OGLE-TR-10 b,267.8677483,-29.8764758,193.8763
Kepler-218 b,295.4128785,46.2665801,
Kepler-1633 b,288.5151733,44.9232545,
Kepler-1611 b,296.5120204,49.7277506,
Kepler-192 b,287.9179379,45.5928829,
Kepler-1293 b,290.0258783,48.3359227,
Kepler-431 c,281.1123072,43.2277663,
Kepler-1493 b,288.5493683,38.5651973,
Kepler-363 b,283.1920779,41.3054172,
Kepler-150 c,288.2341025,40.520897,
Kepler-81 c,293.6369437,42.8248275,
Kepler-1305 b,297.3394624,46.3472165,
Kepler-1336 b,296.2776587,46.8998006,
Kepler-1364 b,295.1521334,49.5876179,
Kepler-322 c,281.3487514,44.2952525,
Kepler-325 c,289.8354219,49.825607,
Kepler-119 c,295.9463854,42.6588324,
Kepler-1014 b,285.1219875,44.1105331,
Kepler-284 c,293.1465698,47.7297053,
Kepler-1486 b,290.5903907,45.4396955,
Kepler-1495 b,286.1306907,38.7795494,
Kepler-708 b,293.8164588,42.2125159,
Kepler-663 b,297.8082232,47.9466342,
Kepler-551 b,285.485045,48.0543774,
Kepler-618 b,286.2498525,48.0609256,
Kepler-153 b,282.460502,48.2570293,
Kepler-119 b,295.9463854,42.6588324,
Kepler-116 b,294.7420605,43.5367842,
Kepler-631 b,296.885724,40.2281717,
Kepler-664 b,288.7549029,48.226203,
Kepler-665 b,297.0255947,48.4785669,
Kepler-327 d,292.6422963,44.0876251,
Kepler-329 b,299.2681646,45.2272852,
Kepler-995 b,284.6157154,39.130998,
Kepler-331 d,291.8343455,39.3073462,
Kepler-1010 b,289.1926026,44.1493165,
Kepler-897 b,290.5867992,51.6957731,
Kepler-312 c,298.3957687,42.4597712,
Kepler-636 b,293.5920614,41.0950891,
Kepler-636 b,293.5920614,41.0950891,
Kepler-201 b,293.626059,41.2728004,
Kepler-697 b,283.8643937,41.3463859,
Kepler-737 b,291.8629793,46.4291614,
Kepler-559 b,296.6368878,43.8027948,
Kepler-645 b,290.3227098,44.0358625,
Kepler-251 c,296.5662171,44.1058077,
Kepler-1607 b,296.0598685,42.6560582,
Kepler-1409 b,290.0847389,51.2086144,
Kepler-1425 b,294.9510368,43.0124348,
Kepler-253 b,291.8419337,44.858124,
Kepler-361 c,296.8034146,46.7411011,
Kepler-1118 b,299.9656619,44.1608805,
Kepler-1120 b,290.9144516,42.2865522,
Kepler-272 c,299.1275257,47.5938319,
Kepler-272 c,299.1275257,47.5938319,
Kepler-1151 b,292.2477819,47.8784257,
Kepler-355 c,285.7994917,42.8117427,
Kepler-375 c,288.6178715,48.0983639,
Kepler-141 b,297.9707271,47.7316041,
Kepler-430 b,292.8085984,49.5794242,
Kepler-1211 b,285.7207618,40.8569116,
Kepler-1109 b,291.6462654,39.3966122,
Kepler-1110 b,291.8080645,38.6226615,
Kepler-1110 b,291.8080645,38.6226615,
Kepler-115 b,297.7119299,45.261985,
Kepler-135 c,290.4950939,38.7954956,
Kepler-150 b,288.2341025,40.520897,
Kepler-1462 b,296.397542,42.3969273,
Kepler-274 c,292.9227926,38.4772173,
Kepler-1034 b,286.1154093,37.9669464,
Kepler-317 b,294.9438822,39.0320499,
Kepler-995 b,284.6157154,39.130998,
Kepler-957 b,290.1563633,48.818971,
Kepler-307 c,297.7950939,40.4176403,
Kepler-310 d,288.839278,46.9867472,
Kepler-1087 b,294.9789253,46.0056741,
Kepler-363 b,283.1920779,41.3054172,
Kepler-364 b,281.5699998,47.3986233,
Kepler-366 c,296.8520316,49.0844359,
Kepler-1140 b,281.6940529,46.946521,
Kepler-1141 b,290.5436836,47.7259073,
Kepler-1380 b,288.1160421,42.4403832,
Kepler-1381 b,287.5357911,48.727783,
Kepler-265 d,290.5104788,41.244743,
Kepler-770 c,286.4904589,38.374872,
Kepler-356 c,292.4210998,37.6827919,
Kepler-291 c,287.9163029,42.4372666,
Kepler-1318 b,290.3763246,41.1507928,
Kepler-1319 b,290.9564463,49.3667933,
Kepler-1319 b,290.9564463,49.3667933,
Kepler-304 c,294.4418031,40.5575408,
Kepler-1370 c,284.5656897,41.7784781,
Kepler-379 c,295.7010981,38.9458209,
Kepler-1177 b,286.6714813,49.4062964,
Kepler-945 b,291.2697354,42.0960305,
Kepler-365 b,295.626564,49.130411,
Kepler-894 b,288.7340513,46.939363,
Kepler-84 b,298.2520208,40.4960842,
Kepler-191 b,291.1833211,45.3230937,
Kepler-1157 b,283.1209268,43.5255701,
Kepler-1166 b,290.3484956,50.9028387,
Kepler-860 b,295.5772681,46.2547028,
Kepler-372 b,291.2562253,49.2589288,
Kepler-1308 b,285.9287514,38.5207097,
Kepler-1178 b,288.4561183,45.8022258,
Kepler-557 b,293.7084179,41.6151084,
Kepler-215 b,294.9735313,45.2136867,
Kepler-217 c,293.0377331,46.2775223,
Kepler-674 b,285.1761864,50.1496897,
Kepler-326 d,294.3255898,46.0022646,
Kepler-298 d,283.0398448,48.8253303,
Kepler-280 c,291.3905325,42.1804735,
Kepler-303 c,283.1354742,43.6567036,
Kepler-81 d,293.6369437,42.8248275,
Kepler-1581 b,287.3713199,39.6036225,
Kepler-392 c,288.660826,43.3681938,
Kepler-295 c,285.3458383,45.3677754,
Kepler-1234 b,287.5220359,51.3759464,
Kepler-1533 b,295.9755645,44.7133739,
Kepler-1566 b,283.5875459,40.5749018,
Kepler-612 b,291.3546278,45.7478551,
Kepler-1510 b,298.9591432,48.2578295,
Kepler-171 d,296.7719082,41.7555958,
Kepler-369 c,293.6743322,47.9084727,
Kepler-1542 b,285.7284757,42.6544651,
Kepler-664 b,288.7549029,48.226203,
Kepler-478 b,292.4870063,46.196187,
Kepler-590 b,296.3855467,48.2334177,
Kepler-590 b,296.3855467,48.2334177,
Kepler-243 b,285.1104819,42.0339619,
Kepler-120 b,287.8915707,39.3390979,
Kepler-122 c,291.1118647,39.9490248,
Kepler-1117 b,292.0847866,49.2374206,
Kepler-1121 b,297.7865467,47.8861542,
Kepler-366 c,296.8520316,49.0844359,
Kepler-1146 b,286.716712,47.425658,
Kepler-326 d,294.3255898,46.0022646,
Kepler-191 d,291.1833211,45.3230937,
Kepler-308 b,295.7852423,40.4395753,
Kepler-905 b,290.0511468,46.7134077,
Kepler-912 b,298.1111779,41.758324,
Kepler-925 b,290.1065581,40.4906242,
Kepler-568 b,298.1061315,48.4016448,
Kepler-593 b,294.9513923,48.6511709,
Kepler-1202 b,292.290606,44.6532281,
Kepler-149 c,285.8537014,38.3840916,
Kepler-188 c,281.2797173,44.3154743,
Kepler-182 c,289.8301128,50.5862025,
Kepler-572 b,291.221172,50.5813487,
Kepler-231 c,293.9733913,50.531846,
Kepler-679 b,296.0213374,50.5678019,
Kepler-680 b,291.622381,50.6181793,
Kepler-1478 b,293.1650085,41.746184,
Kepler-1458 b,283.2115971,41.0380135,
Kepler-746 b,290.6822097,37.3551593,
Kepler-749 b,299.8973341,43.9040667,
Kepler-750 b,289.0968274,44.004364,
Kepler-265 c,290.5104788,41.244743,
Kepler-83 d,282.2325197,43.6655662,
Kepler-174 c,287.4389454,43.8320052,
Kepler-279 c,287.391295,42.194822,
Kepler-1279 b,288.0955917,40.365909,
Kepler-182 b,289.8301128,50.5862025,
Kepler-392 b,288.660826,43.3681938,
Kepler-122 d,291.1118647,39.9490248,
Kepler-1282 b,290.1761688,46.6983036,
Kepler-1465 b,289.8194222,51.9048541,
Kepler-1469 b,293.8213286,39.3913385,
Kepler-941 b,294.3262617,47.2175461,
Kepler-979 b,300.3712023,46.4081872,
Kepler-956 b,292.5308289,49.0616555,
Kepler-325 d,289.8354219,49.825607,
Kepler-327 d,292.6422963,44.0876251,
Kepler-1177 b,286.6714813,49.4062964,
Kepler-1179 b,284.0974305,47.8104856,
Kepler-1075 b,287.5011404,47.4691157,
Kepler-1076 b,287.5902594,51.0606047,
Kepler-1077 b,291.0336333,42.2678448,
Kepler-1144 b,290.0432936,47.2578857,
Kepler-1588 b,288.2327232,48.0021967,
Kepler-392 c,288.660826,43.3681938,
Kepler-1593 b,300.4882018,44.4606698,
Kepler-1596 b,285.5575066,49.3300866,
Kepler-238 c,287.8971066,40.6378141,
Kepler-247 b,288.6425609,43.0393769,
Kepler-1011 b,297.4015491,46.8239976,
Kepler-990 b,297.9381813,46.8813194,
Kepler-348 c,297.2550814,40.5483883,
Kepler-1180 b,295.8874773,43.1559952,
Kepler-1182 b,296.3079895,43.8213706,
Kepler-1065 b,294.511319,38.7904648,
Kepler-1268 b,287.838419,43.1531776,
Kepler-1268 b,287.838419,43.1531776,
Kepler-1269 b,287.8055442,45.3405371,
Kepler-1271 b,286.3442954,37.4119347,
Kepler-1274 b,284.5936858,46.4497364,
Kepler-265 b,290.5104788,41.244743,
Kepler-198 d,290.6731326,38.6910045,
Kepler-362 c,291.771603,47.5299192,
Kepler-369 c,293.6743322,47.9084727,
Kepler-395 c,293.5111889,45.1366252,
Kepler-446 b,282.2501047,44.921002,
Kepler-124 d,286.7527322,49.0648788,
Kepler-698 b,288.5099994,41.3017465,
Kepler-587 b,288.6706571,47.3991249,
Kepler-232 b,295.8161668,51.1217249,
Kepler-228 b,296.2860853,48.2246328,
Kepler-1351 b,293.6084289,42.1978746,
Kepler-446 c,282.2501047,44.921002,
Kepler-1385 b,282.6313559,46.481022,
Kepler-120 b,287.8915707,39.3390979,
Kepler-264 c,292.044628,37.3761861,
Kepler-351 b,286.4527949,42.6577891,
Kepler-291 c,287.9163029,42.4372666,
Kepler-1323 b,292.8722515,46.098729,
Kepler-1333 b,293.5275797,41.111394,
Kepler-1200 b,296.6034317,44.1292537,
Kepler-1254 c,285.1733174,48.7700099,
Kepler-688 b,294.6552312,39.3083446,
Kepler-247 c,288.6425609,43.0393769,
Kepler-745 b,291.4994412,37.0592571,
Kepler-267 d,299.8305655,47.1575741,
Kepler-1551 b,295.7855238,39.9078956,
Kepler-1077 b,291.0336333,42.2678448,
Kepler-221 c,296.6547477,46.8352242,
Kepler-1158 b,292.2339048,41.5751832,
Kepler-969 c,288.3724989,47.9335642,
Kepler-1540 b,283.3445555,41.2017544,
Kepler-433 b,297.5936232,40.9772546,
Kepler-579 b,295.0020771,39.9528613,
Kepler-730 b,285.5547895,45.578842,
Kepler-192 b,287.9179379,45.5928829,
Kepler-586 b,293.0571982,45.5511266,
Kepler-254 b,288.1646541,45.8164257,
Kepler-925 b,290.1065581,40.4906242,
Kepler-171 d,296.7719082,41.7555958,
Kepler-518 b,287.090019,41.3737576,
Kepler-101 c,283.255507,48.3552474,
Kepler-320 c,293.2135155,46.1751457,
Kepler-1016 b,294.613689,45.9846265,
Kepler-362 b,291.771603,47.5299192,
Kepler-973 b,290.1653203,49.9238126,
Kepler-532 b,298.6609094,48.6063022,
Kepler-852 b,297.3915863,48.5606875,
Kepler-881 b,288.9925529,46.6706513,
Kepler-148 b,289.7861626,46.8588176,
Kepler-148 b,289.7861626,46.8588176,
Kepler-1489 b,281.2957984,44.4654063,
Kepler-1197 b,291.6693437,42.5907441,
Kepler-1212 b,296.8534096,50.0373196,
Kepler-1235 b,284.9030677,43.9540616,
Kepler-101 b,283.255507,48.3552474,
Kepler-1373 b,285.7520229,39.2491731,
Kepler-1388 c,283.3360156,47.1744499,
Kepler-1047 c,288.6462564,50.7889645,
Kepler-793 b,295.2167334,38.7744269,
Kepler-244 d,287.242641,42.3014185,
Kepler-254 c,288.1646541,45.8164257,
Kepler-42 c,292.2196,44.6173667,
Kepler-1100 b,291.8713535,44.0873907,
Kepler-1264 b,289.8844102,45.2115075,
Kepler-1615 b,286.3592066,42.2273971,
Kepler-271 d,283.0029316,44.284108,
Kepler-1448 b,287.8674123,50.5955846,
Kepler-390 b,291.6288086,41.2088351,
Kepler-1388 d,283.3360156,47.1744499,
Kepler-1482 b,285.3138209,48.72527,
Kepler-1542 d,285.7284757,42.6544651,
Kepler-1542 e,285.7284757,42.6544651,
Kepler-342 b,292.6780488,46.7266813,
Kepler-296 c,286.5400278,49.4372614,
Kepler-836 b,287.4527659,45.7043964,
Kepler-833 b,290.4799052,45.6005798,
Kepler-832 b,295.9261101,45.383869,
Kepler-826 b,284.8601128,39.2405076,
Kepler-1168 b,287.2977834,47.455488,
Kepler-1240 b,282.9997682,40.5574322,
Kepler-354 b,285.7515347,41.3356739,
Kepler-1131 b,295.6514492,49.2612954,
Kepler-368 b,291.880018,45.3878419,
Kepler-1132 b,286.3675188,48.4238906,
Kepler-298 c,283.0398448,48.8253303,
Kepler-303 c,283.1354742,43.6567036,
Kepler-1186 b,288.4796333,47.1017438,
Kepler-1189 b,298.4264116,47.9468194,
Kepler-520 c,293.1802903,41.6177408,
Kepler-1000 b,286.6854729,47.0981948,
Kepler-772 b,291.423582,38.2165603,
Kepler-772 b,291.423582,38.2165603,
Kepler-769 b,292.7130925,38.3581685,
Kepler-202 c,282.9734874,41.3217991,
Kepler-170 c,284.5211975,41.6296562,
Kepler-172 c,283.3684093,41.821839,
Kepler-233 b,296.3665054,51.3194548,
Kepler-596 b,289.5006797,51.6857106,
Kepler-596 b,289.5006797,51.6857106,
Kepler-798 b,292.4782785,42.1422821,
Kepler-1555 b,287.6354587,45.7160327,
Kepler-1558 b,286.8194349,46.9117837,
Kepler-1560 b,292.7846013,43.21601,
Kepler-1564 b,290.5861316,46.6427486,
Kepler-1566 b,283.5875459,40.5749018,
Kepler-1403 b,290.8676391,38.9600779,
Kepler-1539 b,284.2194566,44.2685146,
Kepler-238 e,287.8971066,40.6378141,
Kepler-247 b,288.6425609,43.0393769,
Kepler-1092 b,297.7232008,47.1126833,
Kepler-363 b,283.1920779,41.3054172,
Kepler-1556 b,288.3969751,40.2131892,
Kepler-169 b,285.9999204,40.9193822,
Kepler-741 b,289.4317294,46.6174978,
Kepler-282 b,284.6772402,44.7976401,
Kepler-1575 b,293.7432102,45.7615507,
Kepler-730 b,285.5547895,45.578842,
Kepler-1570 b,299.8617842,45.8274232,
Kepler-326 d,294.3255898,46.0022646,
Kepler-1195 b,284.3510523,40.8529319,
Kepler-565 b,283.6180825,47.1967793,
Kepler-637 b,292.4172566,41.4168384,
Kepler-159 c,297.0702037,40.868734,
Kepler-270 b,282.2001207,44.4222795,
Kepler-789 b,295.9751549,38.9466396,
Kepler-1213 b,289.4858423,50.9441967,
Kepler-1351 b,293.6084289,42.1978746,
Kepler-1370 b,284.5656897,41.7784781,
Kepler-1413 b,294.3416065,46.4987624,
Kepler-1521 b,292.6903779,37.8350549,
Kepler-556 b,290.5294799,38.9427306,
Kepler-147 c,287.9757213,39.087168,
Kepler-724 b,293.4548441,44.7927823,
Kepler-207 d,290.0305195,42.1660555,
Kepler-359 c,293.2936129,42.1963497,
Kepler-1105 b,281.1117588,42.4549698,
Kepler-1110 b,291.8080645,38.6226615,
Kepler-200 c,284.4099503,41.2374928,
Kepler-189 c,287.5646296,44.3050662,
Kepler-1093 c,284.9780251,41.4202077,
Kepler-140 b,287.3694056,46.7681473,
Kepler-512 b,298.2689217,48.9167391,
Kepler-514 b,286.2471739,50.2423694,
Kepler-137 b,282.1355875,43.0391951,
Kepler-132 b,283.23581,41.343037,
Kepler-711 b,297.4600468,42.8398172,
Kepler-712 b,294.9096739,42.9351987,
Kepler-247 c,288.6425609,43.0393769,
Kepler-80 d,296.1125759,39.9787451,
Kepler-1033 b,283.8450963,44.6090251,
Kepler-1003 b,292.0204349,44.8762427,
Kepler-637 b,292.4172566,41.4168384,
Kepler-31 c,294.0230229,45.8530535,
Kepler-263 c,292.4698022,37.5677941,
Kepler-299 d,283.2070156,48.5805222,
Kepler-405 c,291.4094615,38.3400107,
Kepler-431 b,281.1123072,43.2277663,
Kepler-169 c,285.9999204,40.9193822,
Kepler-1375 b,296.2935173,43.4032189,
Kepler-237 b,283.2213438,40.421762,
Kepler-1376 b,286.9584368,42.541409,
Kepler-1378 b,297.373403,40.3663986,
Kepler-239 c,294.2020505,40.6633313,
Kepler-296 e,286.5400278,49.4372614,
Kepler-1185 b,287.2411783,39.3326977,
Kepler-452 b,296.003752,44.2775861,
Kepler-777 b,282.7241098,44.3465098,
Kepler-778 b,287.4774867,44.2374702,
Kepler-270 b,282.2001207,44.4222795,
Kepler-905 b,290.0511468,46.7134077,
Kepler-905 b,290.0511468,46.7134077,
Kepler-1171 b,294.9589285,38.5915968,
Kepler-1225 b,290.6332748,40.1369671,
Kepler-1227 b,287.0664109,41.8749712,
Kepler-1228 b,296.552761,46.9661945,
Kepler-384 b,286.0261113,44.7828571,
Kepler-147 b,287.9757213,39.087168,
Kepler-1229 b,297.4868347,46.9966782,
Kepler-1341 b,280.5116813,44.1593503,
Kepler-1310 b,283.9200236,40.7400419,
Kepler-1310 b,283.9200236,40.7400419,
Kepler-441 b,284.566954,49.0127077,
HATS-50 b,300.4280761,-26.077564,123.9537
Kepler-245 d,291.6389972,42.4363482,
Kepler-798 b,292.4782785,42.1422821,
Kepler-280 b,291.3905325,42.1804735,
Kepler-224 d,290.9342679,47.3575414,
Kepler-225 b,292.1939846,47.4570808,
Kepler-353 c,296.8565596,41.7580749,
Kepler-1253 b,283.8852196,47.6371507,
Kepler-163 b,295.0027458,46.9873389,
Kepler-278 b,290.1072124,38.7022694,
Kepler-792 b,292.0068239,38.8207001,
Kepler-791 b,293.5958044,39.0294267,
Kepler-178 c,287.1010275,46.8964033,
Kepler-218 d,295.4128785,46.2665801,
Kepler-1160 b,287.8793899,43.3640752,
Kepler-1407 b,283.9424274,41.4715535,
Kepler-1411 b,286.3615236,42.9638889,
Kepler-1467 b,295.0485389,45.3426781,
Kepler-1467 b,295.0485389,45.3426781,
Kepler-306 d,288.5387145,40.6160545,
Kepler-608 b,293.882901,44.6380717,
Kepler-1225 b,290.6332748,40.1369671,
Kepler-1243 b,294.009397,42.8807779,
Kepler-1160 b,287.8793899,43.3640752,
Kepler-380 b,282.3947017,48.7591334,
Kepler-228 d,296.2860853,48.2246328,
Kepler-232 b,295.8161668,51.1217249,
Kepler-207 b,290.0305195,42.1660555,
Kepler-1159 b,294.266325,45.2042317,
Kepler-434 b,293.5863887,42.9288624,
Kepler-550 b,297.7001786,47.8637046,
Kepler-1156 b,288.9240901,46.0575865,
Kepler-436 c,301.7207775,44.4120856,
Kepler-275 d,292.4797004,38.5149018,
Kepler-1280 b,293.5738933,45.3844919,
Kepler-1428 b,297.6422563,49.594958,
Kepler-122 d,291.1118647,39.9490248,
Kepler-700 b,287.154224,41.5657775,
Kepler-146 c,294.1107631,38.7102222,
Kepler-313 c,298.2948708,48.7754,
Kepler-277 b,286.5831894,39.0772582,
Kepler-960 b,281.4572217,46.7465538,
Kepler-1066 b,298.866621,46.5022325,
Kepler-643 b,290.3272423,42.8982283,
Kepler-648 b,283.8996207,45.0169137,
Kepler-1136 b,284.1078441,44.2458047,
Kepler-335 b,296.0642944,45.4285986,
Kepler-1023 b,289.0297232,49.7697034,
Kepler-122 c,291.1118647,39.9490248,
Kepler-121 b,286.1621273,39.6780204,
Kepler-1586 b,298.2026236,44.9258585,
Kepler-812 b,288.8552821,48.208517,
Kepler-288 c,288.9163997,39.5947523,
Kepler-114 b,294.121482,48.3497977,
Kepler-327 b,292.6422963,44.0876251,
Kepler-946 b,300.9295551,44.028671,
Kepler-322 c,281.3487514,44.2952525,
Kepler-993 b,292.6141076,44.3946644,
Kepler-184 d,291.9518784,43.0746172,
Kepler-222 c,287.9060885,46.9377479,
Kepler-886 b,286.2717162,43.5952037,
Kepler-1018 b,283.5967317,45.4078654,
Kepler-1360 b,300.3440482,45.6231826,
Kepler-722 c,290.2632874,44.5564051,
Kepler-218 b,295.4128785,46.2665801,
Kepler-214 c,284.7548499,44.95605,
Kepler-463 b,298.9368228,44.8578644,
Kepler-1128 b,293.063315,39.4034052,
Kepler-1309 b,298.7351131,40.7641262,
Kepler-1329 b,281.6476437,48.2709523,
Kepler-1579 b,293.288022,43.5149061,
Kepler-1235 b,284.9030677,43.9540616,
Kepler-691 b,288.8117314,40.0332311,
Kepler-322 c,281.3487514,44.2952525,
Kepler-1496 b,293.9739359,45.3507167,
Kepler-1184 b,291.282031,46.9659514,
Kepler-69 b,293.2609013,44.8688656,
Kepler-1254 b,285.1733174,48.7700099,
Kepler-1174 b,281.8314296,42.298891,
Kepler-629 b,289.4179128,39.9450757,
Kepler-661 b,283.7107463,47.8631748,
Kepler-1622 b,297.3288329,47.815459,
Kepler-375 b,288.6178715,48.0983639,
Kepler-664 b,288.7549029,48.226203,
Kepler-414 b,297.9615616,48.2443363,
Kepler-1560 b,292.7846013,43.21601,
Kepler-1516 b,291.4945795,44.5234227,
Kepler-1524 b,293.8853557,39.5198348,
Kepler-1442 b,291.2556226,48.8469171,
Kepler-1411 b,286.3615236,42.9638889,
Kepler-132 e,283.23581,41.343037,
Kepler-1489 b,281.2957984,44.4654063,
Kepler-341 b,289.8615609,43.4727412,
Kepler-1281 b,295.3543571,48.5153932,
Kepler-201 c,293.626059,41.2728004,
Kepler-300 c,295.2886934,48.5997243,
Kepler-153 b,282.460502,48.2570293,
Kepler-710 b,291.9641255,42.6961308,
Kepler-31 c,294.0230229,45.8530535,
Kepler-267 c,299.8305655,47.1575741,
Kepler-283 b,293.6137413,47.838938,
Kepler-132 d,283.23581,41.343037,
Kepler-557 b,293.7084179,41.6151084,
Kepler-649 b,285.6558336,45.0794516,
Kepler-653 c,282.2130447,46.7177898,
Kepler-1450 b,294.5536825,45.0813011,
Kepler-232 b,295.8161668,51.1217249,
Kepler-436 b,301.7207775,44.4120856,
Kepler-446 d,282.2501047,44.921002,
Kepler-524 c,296.8591787,49.1620125,
Kepler-537 b,289.8805804,51.2769907,
Kepler-505 b,287.857953,42.5426758,
Kepler-735 b,284.6888328,46.1721391,
Kepler-1351 b,293.6084289,42.1978746,
Kepler-263 c,292.4698022,37.5677941,
Kepler-1597 b,288.1639687,42.4810124,
Kepler-271 d,283.0029316,44.284108,
Kepler-172 c,283.3684093,41.821839,
Kepler-253 c,291.8419337,44.858124,
Kepler-1614 b,284.8713893,49.7758867,
Kepler-924 b,290.6685136,40.3977086,
Kepler-359 c,293.2936129,42.1963497,
Kepler-867 b,287.2852554,51.2499499,
Kepler-315 b,298.0230967,43.3634761,
Kepler-235 b,286.0790779,39.278237,
Kepler-1229 b,297.4868347,46.9966782,
Kepler-851 b,294.6802199,49.1401106,
Kepler-255 d,296.0642702,45.9767647,
Kepler-329 c,299.2681646,45.2272852,
Kepler-1020 b,292.672471,46.3772776,
Kepler-271 b,283.0029316,44.284108,
Kepler-273 c,291.3021458,47.6976573,
